"product","brand","category"
"sri veda fashions","sri veda fashions","retail outlets-clothing/textiles/fashion"
"sri vedanthanayaki sametha sri viswanatha swamy te","sri vedanthanayaki sametha sri viswanatha swamy t","temples/spiritual"
"sri vedavalli sametha sri vedanarayana swamyvari a","sri vedavalli sametha sri vedanarayana swamyvari a","temples/spiritual"
"sri veeras creations","sri veera creations","retail outlets-clothing/textiles/fashion"
"sri veera venkata hardware&plywood center","sri veera venkata hardware&plywood center","retail outlets-building material/systems"
"sri veera venkata satyanarayana swamy temple","sri veera venkata satyanarayana swamy temple","temples/spiritual"
"sri veera venkata satyanarayana swamy vari devasth","sri veera venkata satyanarayana swamy vari devasth","temples/spiritual"
"swastik rice","sri veerabadresh rice flour mill","packaged rice"
"sri veerabhadra tiffins","sri veerabhadra tiffins","prof serv-catering services"
"sri veerabrahmamgari jyothishalayam","sri veerabrahmamgari jyothishalayam","astrologers"
"southern acad of maritime stud-ot","sri vekkaliamman educ & charitable trust","educ-other courses"
"sri vembuliamman temple","sri vembuliamman temple","temples/spiritual"
"sri venkata padmavathi paddy processors","sri venkata padmavathi paddy processors pvt ltd","corporate/brand image"
"ret ioc auto fuel (sri venkatachalapathi agencies)","sri venkatachalapathi agencies (vel)","ret auto-automotive fuel"
"sri venkatadri greens","sri venkatadri greens","properties/real estates"
"sri venkatakameshwari jyothishyalayam","sri venkatakameshwari jyothishyalayam","astrologers"
"natural nine rice bran oil","sri venkatarama oil indus ltd","edible oil"
"sri venkateshwara constructions","sri venkateshwara constructions","properties/real estates"
"sri venkateshwara finance","sri venkateshwara finance","prof serv-financial services"
"sri venkateshwara clg of engg (blr)-ml","sri venkateshwara group of inst (blr)","educ-multiple courses"
"sri venkateshwara heritage preservation","sri venkateshwara heritage preservation","associations/social/cultural org"
"sri venkateshwara photo studio","sri venkateshwara photo studio","studio/processing"
"sri venkateshwara real estate & developers","sri venkateshwara real estate & developers","properties/real estates"
"woods estate","sri venkateshwara realities","properties/real estates"
"nanasaheb mahadik clg of engg-eg","sri venkateshwara shik sanstha","educ-engineering colleges"
"sri venkateshwara shopping mall","sri venkateshwara shopping mall","retail outlets-clothing/textiles/fashion"
"sri venkateshwara steel corporation","sri venkateshwara steel corporation","corporate/brand image"
"hariharula vaibhavotsavam","sri venkateshwara swamy devastham(hyd)","events-others"
"sri venkateshwara textiles & silks","sri venkateshwara textiles","retail outlets-clothing/textiles/fashion"
"sri venkateshwaraswamyvari aalayam","sri venkateshwaraswamyvari aalayam","temples/spiritual"
"swetha collections","sri venkateswara arts","retail outlets-clothing/textiles/fashion"
"sri venkateswara ayurvedic hospital","sri venkateswara ayurvedic hospital","hospital/clinics"
"social message-svbc","sri venkateswara bhakti channel","social advertisements-ngos"
"relaxwell copper collection mattresses","sri venkateswara coir products private limited","mattresses/foam"
"relaxwell mattresses","sri venkateswara coir products private limited","mattresses/foam"
"sri venkateswara creations","sri venkateswara creations","production houses"
"fine rice oil","sri venkateswara food processing industries","edible oil"
"sri venkateswara heritage preservation trust","sri venkateswara heritage preservation trust","associations/social/cultural org"
"ret indane gas (sri venkateswara indane gas ser)","sri venkateswara indane gas service","ret others range"
"sri venkateswara jewel palace","sri venkateswara jewel palace","retail outlets-jewellers"
"sri venkateswara jewellers","sri venkateswara jewellers","retail outlets-jewellers"
"sri venkateswara jewellery palace/silks","sri venkateswara jewellery palace/silks","retail outlets-clothing/textiles/fashion"
"sri venkateswara motors (hindupuram)","sri venkateswara motors (hindupuram)","retail outlets-automobiles"
"sri venkateswara multi spl hospital (gnt)","sri venkateswara multi spl hospital (gnt)","hospital/clinics"
"sri venkateswara photo studio","sri venkateswara photo studio","studio/processing"
"sri venkateswara sapta gau pradakshina mandiram","sri venkateswara sapta gau pradakshina mandiram","temples/spiritual"
"sri venkateswara sch of nursin-md","sri venkateswara sch of nursin","educ-medical colleges"
"sri venkateswara swamy (tirupati)","sri venkateswara swamy (tirupati)","temples/spiritual"
"sri venkateswara swamy thirukovil","sri venkateswara swamy thirukovil","temples/spiritual"
"sri venkateswara traders (ioc)","sri venkateswara traders (ioc)","ret auto-automotive fuel"
"akhanda pooja oil","sri venkatrama oils","puja material"
"sri venugopalaswamyvari aalayam","sri venugopalaswamyvari aalayam","temples/spiritual"
"sri vidhya educational inst-sch","sri vidhya educational inst","educ-schools"
"sri vidya jyothishya peetam","sri vidya jyothishya peetam","astrologers"
"sri vidya mandir sec sch tirukoilur)-sh","sri vidya mandir sec sch tirukoilur)","educ-schools"
"sri vidyasagara teertha swamiji","sri vidyasagara teertha swamiji","gen-personal greetings/announcements"
"sri vignesh group of institutions-ml","sri vignesh group of institutions","educ-multiple courses"
"vignesh group of inst (trh)-sh","sri vignesh group of institutions","educ-schools"
"sri vignesh public sch-sh","sri vignesh group of institutions","educ-schools"
"sri vignesh pub sch-sh","sri vignesh group of institutions","educ-schools"
"sri vignesh metal","sri vignesh metal","retail outlets-home/interiors/furniture"
"sri vigneshwar charitable trust","sri vigneshwar charitable trust","associations/social/cultural org"
"narayan adobe","sri vigneshwara developer","properties/real estates"
"svt gold refined vegetable oil","sri viishnu aagro oils corporation","edible oil"
"sri vijay vidyalaya mat hr sec sch-sh","sri vijay educational trust","educ-schools"
"sreenidhi luxury park 2 (sri vijaya)/sreenidhi ser","sri vijaya ganapathi avenues pvt ltd","properties/real estates"
"sri vijaya ganapathi avenues","sri vijaya ganapathi avenues pvt ltd","corporate/brand image"
"sri vijaya ganapathi avenues","sri vijaya ganapathi avenues pvt ltd","properties/real estates"
"nri green county","sri vijaya ganapathi avenues pvt ltd","properties/real estates"
"sri vijaya ganapathi valli deivanai samedha muruga","sri vijaya ganapathi valli deivanai samedha muruga","associations/social/cultural org"
"sri vijaya lakshmi multi spl hospital","sri vijaya lakshmi multi spl hospital","hospital/clinics"
"sri vijaya pooja samagri stores","sri vijaya pooja samagri stores","retail outlets-others"
"sri vijaya sai constructions","sri vijaya sai constructions","properties/real estates"
"visakha dairy milk products","sri vijaya visakha dist milk prod co ltd","sweets/other milk products"
"visakha dairy","sri vijaya visakha dist milk prod co ltd","fmcg-corporate"
"visakha dairy","sri vijaya visakha milk producers ltd","fmcg-corporate"
"sri vijayadurga cardiac centre","sri vijayadurga cardiac centre","hospital/clinics"
"liberty sandalwood incense sticks","sri vijayalakshmi agarbathi works","agarbatti"
"liberty white stick","sri vijayalakshmi agarbathi works","agarbatti"
"liberty agarbatti","sri vijayalakshmi agarbathi works","agarbatti"
"vijayalakshmi puliogare powder","sri vijayalakshmi enterprises","spices"
"super susmi starch","sri vijayalakshmi traders","pre post wash products"
"sri vijayalaxmi textiles (kushaiguda)","sri vijayalaxmi textiles (kushaiguda)","retail outlets-clothing/textiles/fashion"
"kshitij (mithibai clg)","sri vileparle kelavani mandl","educ-events"
"sri vinayaga catering (kumbakonam)","sri vinayaga catering (kumbakonam)","prof serv-catering services"
"sri vinayaga textile","sri vinayaga textile","retail outlets-clothing/textiles/fashion"
"sri vinayaga vidhyalaya residential cbse sch-sh","sri vinayaga vidhyalaya school","educ-schools"
"sri vinayak defence academy (skr)","sri vinayak defence academy (skr)","educ-coaching centre/comp exam"
"sri vinayaka classes (bwr)","sri vinayaka classes (bwr)","educ-coaching centre/comp exam"
"sri vinayaka green city ((shree vinayaka mys)","sri vinayaka developers (mys)","properties/real estates"
"indane (sri vinayaka gas agencies)","sri vinayaka gas agency (raichoti)","retail outlets-others"
"sri vinayaka jewelery & silk sarees","sri vinayaka jewelery & silk sarees","retail outlets-clothing/textiles/fashion"
"sri vinayaka jewellers (blr)","sri vinayaka jewellers (blr)","retail outlets-jewellers"
"sri vinayaka jewellery & silk sarees","sri vinayaka jewellery & silk sarees","retail outlets-clothing/textiles/fashion"
"sri vinayaka jewellery (malleswaram)","sri vinayaka jewellery (malleswaram)","retail outlets-jewellers"
"b v raju inst of tech (medak)-eg","sri vishnu educational society","educ-engineering colleges"
"sri vishnu infra developers","sri vishnu infra developers","properties/real estates"
"vishnu pvc pipes","sri vishnu pvc pipes factory","pipes/pvc fittings"
"sri vishnu silks","sri vishnu silks","retail outlets-clothing/textiles/fashion"
"sri vishwamrut ayur chikit&panch kend","sri vishwamrut ayur chikit&panch kend","hospital/clinics"
"sri vishwarang ayurved chikitsalay","sri vishwarang ayurved chikitsalay","hospital/clinics"
"sri vishwashri ayurved chikitsalaya and panchakarm","sri vishwashri ayurved chikitsalaya and panchakarm","hospital/clinics"
"shree vishwavallabh ayur chikitsa and panchakarma","sri vishwavallabh foundation","hospital/clinics"
"sri visista superspeciality ayurveda","sri visista superspeciality ayurveda","hospital/clinics"
"sri viswa educational inst","sri viswa educational inst","educ-coaching centre/comp exam"
"r v inst of tech (gnt)-ml","sri visweswaraiah educational society","educ-multiple courses"
"clg of engg (sveri)-eg","sri vithal educ & res inst","educ-engineering colleges"
"clg of engg (sveri)-ml","sri vithal educ & res inst","educ-multiple courses"
"sri vnm jewellers","sri vnm jewellers","retail outlets-jewellers"
"yogavasishtam","sri vyasasramam (yerpedu)","publications/books"
"vyshnavi milk products","sri vyshnavi foods pvt ltd","sweets/other milk products"
"sri yagnaa pooja samagri stores","sri yagnaa pooja samagri stores","retail outlets-others"
"sri yellamma kaalimata jyothishalayam","sri yellamma kaalimata jyothishalayam","astrologers"
"sri yellamma thalli kali mata jyothishalayam","sri yellamma thalli kali mata jyothishalayam","astrologers"
"sri renuka yellamma thalli jyothishalayam","sri yellammathalli kaalimata jyothishalayam","astrologers"
"sri yog vedant seva samiti","sri yog vedant seva samiti","associations/social/cultural org"
"kalavedika film music awards","sricharana communications","events-media"
"sricity ventures","sricity ventures","properties/real estates"
"sridevi womens engg clg-eg","sridevi education society","educ-engineering colleges"
"sridevi educational institutions-ml","sridevi group of instutions","educ-multiple courses"
"sridevi vilasam hindu matha convention","sridevi vilasam hindu matha co","temples/spiritual"
"sridhar gadale and family","sridhar gadale and family","gen-personal greetings/announcements"
"sridurga (bwr)","sridurga (bwr)","retail outlets-clothing/textiles/fashion"
"aishwaryam township","srie vaare estates","properties/real estates"
"metro star city","srie vaare estates","properties/real estates"
"srigen life sciences","srigen life sciences pvt ltd","pharma/healthcare-corporate"
"srihari rangan jewellers","srihari rangan jewellers","retail outlets-jewellers"
"srijan charitable trust","srijan charitable trust","social advertisements-ngos"
"durgaraj gadkile construction competition","srijan events","events-others"
"durgaraj gadkile construction completion","srijan events","events-others"
"srikamatchi medical centre","srikamatchi medical centre","hospital/clinics"
"srikanth cable network (ong)","srikanth cable network (ong)","prof serv-others"
"srikara hospitals","srikara hospitals","hospital/clinics"
"sri karaaya developers","srikaraaya developers pvt ltd","properties/real estates"
"sri krishna ghee","srikrishna milks pvt ltd","ghee"
"srilankan airlines","srilankan airlines","airlines"
"srilogillu management","srilogillu management","corporate/brand image"
"sri ramanuj vaibhavam","srimaan trust","publications/books"
"srimad rajchandra mission","srimad rajchandra mission","associations/social/cultural org"
"paryushan mahaparv","srimad rajchandra mission","events-others"
"sadguru coaches","srimad rajchandra mission","temples/spiritual"
"srimaha sathaiya transport","srimaha sathaiya transport","transport"
"srimant dagdusheth hal sar ganpati trust","srimant dagdusheth hal sar ganpati trust","events-entertainment"
"shrimant dag halwai ganp trus(spiritual)","srimant dagdusheth hal sar ganpati trust","temples/spiritual"
"srimanta manepata","srimanta manepata","educ-ecom-education"
"ditwiya bakruta","srimanta sankaradeva kalakshet","events-others"
"sri mad khadri lakshmi narasimhaswami vari radhost","srimat khadri lakshmi narasimhaswamy","events-others"
